accidentid,date,year,time,junction,severity,primaryvehicletype,probablecause,weathercondition,injuredcount,fatalitycount,vehiclesinvolved,policecaseregistered,data_source,is_simulated
NGP-01110,2024-02-27,2024,01:31,Kachipura Square,Minor,Motorcycle,Brake Failure,Foggy,0,0,2,Yes,SIMULATED,True
NGP-01112,2024-02-27,2024,09:39,Manewada Chowk,Minor,Motorcycle,Drunk Driving,Rainy,0,0,2,Yes,SIMULATED,True
NGP-01113,2024-02-27,2024,11:44,Vaishnodevi Chowk,Moderate,Auto-Rickshaw,Brake Failure,Clear,3,0,1,Yes,SIMULATED,True
NGP-01111,2024-02-27,2024,14:29,Kadbi Chowk,Moderate,Motorcycle,Brake Failure,Rainy,2,0,2,No,SIMULATED,True
NGP-01114,2024-03-01,2024,12:47,Sakkardara Square,Fatal,Motorcycle,Signal Jumping,Rainy,1,2,2,No,SIMULATED,True
NGP-01115,2024-03-03,2024,04:21,Jhansi Rani Square,Moderate,Auto-Rickshaw,Distracted Driving,Rainy,3,0,4,Yes,SIMULATED,True
NGP-01116,2024-03-03,2024,10:59,Shankar Nagar Square,Moderate,Truck,Lane Violation,Clear,3,0,3,Yes,SIMULATED,True
NGP-01117,2024-03-03,2024,22:12,Sitabuldi Chowk,Minor,Bicycle,Pedestrian Crossing Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-01118,2024-03-04,2024,14:40,Variety Square,Fatal,Truck,Brake Failure,Clear,1,1,3,Yes,SIMULATED,True
NGP-01120,2024-03-05,2024,09:47,Sitabuldi Chowk,Minor,Car,Distracted Driving,Rainy,0,0,1,Yes,SIMULATED,True
NGP-01119,2024-03-05,2024,16:16,Kasturchand Park Square,Severe,Motorcycle,Distracted Driving,Clear,2,0,2,Yes,SIMULATED,True
NGP-01121,2024-03-06,2024,16:23,Indora Chowk,Minor,Car,Overspeeding,Clear,1,0,1,Yes,SIMULATED,True
NGP-01122,2024-03-07,2024,18:46,Sakkardara Square,Severe,Truck,Lane Violation,Clear,5,0,4,Yes,SIMULATED,True
NGP-01125,2024-03-09,2024,13:41,Mental Hospital Chowk,Minor,Car,Signal Jumping,Clear,0,0,1,Yes,SIMULATED,True
NGP-01124,2024-03-09,2024,16:19,Itwari,Minor,Car,Brake Failure,Overcast,1,0,3,Yes,SIMULATED,True
NGP-01123,2024-03-09,2024,17:30,Chhatrapati Square,Moderate,Auto-Rickshaw,Pedestrian Crossing Violation,Rainy,3,0,3,Yes,SIMULATED,True
NGP-01127,2024-03-11,2024,10:15,Kamptee Chowk,Fatal,Motorcycle,Pedestrian Crossing Violation,Overcast,3,2,2,Yes,SIMULATED,True
NGP-01126,2024-03-11,2024,12:58,Chhatrapati Square,Minor,Auto-Rickshaw,Lane Violation,Rainy,1,0,2,Yes,SIMULATED,True
NGP-01128,2024-03-11,2024,17:55,Mental Hospital Chowk,Moderate,Pedestrian-involved,Pothole/Road Defect,Clear,3,0,4,No,SIMULATED,True
NGP-01129,2024-03-13,2024,09:54,Vaishnodevi Chowk,Moderate,Car,Lane Violation,Rainy,3,0,3,Yes,SIMULATED,True
NGP-01131,2024-03-14,2024,12:08,Mental Hospital Chowk,Severe,Motorcycle,Pothole/Road Defect,Hot/Humid,5,0,1,No,SIMULATED,True
NGP-01130,2024-03-14,2024,17:58,Kadbi Chowk,Moderate,Motorcycle,Distracted Driving,Overcast,3,0,3,No,SIMULATED,True
NGP-01132,2024-03-15,2024,05:49,Medical Chowk,Moderate,Motorcycle,Distracted Driving,Clear,1,0,4,No,SIMULATED,True
NGP-01133,2024-03-16,2024,14:34,Indora Chowk,Minor,Motorcycle,Brake Failure,Rainy,0,0,3,Yes,SIMULATED,True
NGP-01134,2024-03-18,2024,11:42,Ajni Chowk,Severe,Truck,Pothole/Road Defect,Clear,4,0,2,Yes,SIMULATED,True
NGP-01135,2024-03-20,2024,16:00,RBI Chowk,Moderate,Pedestrian-involved,Overspeeding,Overcast,2,0,2,Yes,SIMULATED,True
NGP-01136,2024-03-21,2024,16:00,Lokmat Square,Minor,Car,Signal Jumping,Clear,1,0,1,Yes,SIMULATED,True
NGP-01137,2024-03-22,2024,04:33,Cotton Market Chowk,Severe,Bicycle,Lane Violation,Rainy,2,0,1,Yes,SIMULATED,True
NGP-01138,2024-03-22,2024,16:41,Kachipura Square,Minor,Auto-Rickshaw,Overspeeding,Clear,0,0,3,Yes,SIMULATED,True
NGP-01139,2024-03-24,2024,03:02,Dighori Chowk,Minor,Auto-Rickshaw,Drunk Driving,Overcast,0,0,4,Yes,SIMULATED,True
NGP-01140,2024-03-27,2024,18:52,Hingna Chowk,Minor,Truck,Pedestrian Crossing Violation,Clear,1,0,4,Yes,SIMULATED,True
NGP-01141,2024-03-28,2024,07:39,Gaddi Godam Chowk,Moderate,Car,Distracted Driving,Overcast,1,0,3,Yes,SIMULATED,True
NGP-01142,2024-03-30,2024,17:50,LIC Chowk,Minor,Motorcycle,Poor Visibility (Fog/Rain),Clear,0,0,1,Yes,SIMULATED,True
NGP-01143,2024-03-31,2024,16:04,Indora Chowk,Severe,Bus,Pothole/Road Defect,Clear,4,0,1,Yes,SIMULATED,True
NGP-01144,2024-04-01,2024,08:39,Jhansi Rani Square,Moderate,Car,Distracted Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-01146,2024-04-01,2024,15:56,LAD Square,Moderate,Car,Pedestrian Crossing Violation,Clear,1,0,3,Yes,SIMULATED,True
NGP-01147,2024-04-01,2024,17:09,Shraddhanand Peth Square,Minor,Bus,Signal Jumping,Clear,1,0,4,Yes,SIMULATED,True
NGP-01145,2024-04-01,2024,19:08,Kachipura Square,Minor,Bicycle,Poor Visibility (Fog/Rain),Foggy,1,0,4,Yes,SIMULATED,True
NGP-01148,2024-04-01,2024,21:19,Variety Square,Minor,Truck,Pothole/Road Defect,Hot/Humid,0,0,3,Yes,SIMULATED,True
NGP-01149,2024-04-02,2024,17:26,Variety Square,Minor,Auto-Rickshaw,Pothole/Road Defect,Rainy,0,0,3,Yes,SIMULATED,True
NGP-01150,2024-04-03,2024,18:07,Medical Chowk,Minor,Motorcycle,Distracted Driving,Hot/Humid,0,0,4,Yes,SIMULATED,True
NGP-01151,2024-04-04,2024,13:46,Chhatrapati Square,Moderate,Motorcycle,Wrong-side Driving,Clear,2,0,1,No,SIMULATED,True
NGP-01152,2024-04-04,2024,16:30,Chhatrapati Square,Moderate,Car,Brake Failure,Clear,2,0,2,Yes,SIMULATED,True
NGP-01153,2024-04-04,2024,17:54,Katol Road Chowk,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,0,0,3,Yes,SIMULATED,True
NGP-01154,2024-04-05,2024,19:29,Pratap Nagar Chowk,Moderate,Motorcycle,Lane Violation,Clear,1,0,1,Yes,SIMULATED,True
NGP-01155,2024-04-06,2024,06:09,Medical Chowk,Moderate,Auto-Rickshaw,Overspeeding,Rainy,2,0,1,Yes,SIMULATED,True
NGP-01156,2024-04-07,2024,09:22,Katol Road Chowk,Minor,Bicycle,Lane Violation,Foggy,0,0,3,Yes,SIMULATED,True
NGP-01157,2024-04-07,2024,21:25,Variety Square,Minor,Truck,Brake Failure,Clear,1,0,3,Yes,SIMULATED,True
NGP-01158,2024-04-08,2024,08:15,Ajit Bakery Square,Minor,Bicycle,Pedestrian Crossing Violation,Clear,0,0,4,Yes,SIMULATED,True
NGP-01159,2024-04-08,2024,19:34,Lokmat Square,Minor,Car,Distracted Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-01160,2024-04-09,2024,12:12,Kachipura Square,Minor,Auto-Rickshaw,Distracted Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-01161,2024-04-11,2024,08:33,Cotton Market Chowk,Minor,Motorcycle,Signal Jumping,Foggy,1,0,2,Yes,SIMULATED,True
NGP-01162,2024-04-12,2024,12:09,Manewada Chowk,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Clear,3,0,1,Yes,SIMULATED,True
NGP-01164,2024-04-13,2024,09:12,Mate Chowk,Minor,Motorcycle,Brake Failure,Clear,0,0,1,Yes,SIMULATED,True
NGP-01163,2024-04-13,2024,13:32,LIC Chowk,Moderate,Car,Brake Failure,Clear,1,0,1,Yes,SIMULATED,True
NGP-01165,2024-04-13,2024,18:48,Variety Square,Minor,Car,Pedestrian Crossing Violation,Clear,0,0,3,Yes,SIMULATED,True
NGP-01166,2024-04-14,2024,08:59,Dighori Chowk,Minor,Motorcycle,Wrong-side Driving,Clear,0,0,4,No,SIMULATED,True
NGP-01168,2024-04-15,2024,10:35,Gaddi Godam Chowk,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Clear,3,0,3,Yes,SIMULATED,True
NGP-01167,2024-04-15,2024,13:34,Ajni Chowk,Severe,Truck,Pedestrian Crossing Violation,Rainy,3,0,2,Yes,SIMULATED,True
NGP-01169,2024-04-17,2024,16:06,Sitabuldi Chowk,Severe,Bus,Pothole/Road Defect,Rainy,3,0,1,Yes,SIMULATED,True
NGP-01171,2024-04-21,2024,08:45,Shraddhanand Peth Square,Severe,Car,Brake Failure,Rainy,2,0,3,Yes,SIMULATED,True
NGP-01170,2024-04-21,2024,12:19,Medical Chowk,Severe,Motorcycle,Pothole/Road Defect,Rainy,4,0,4,Yes,SIMULATED,True
NGP-01172,2024-04-27,2024,02:14,Kachipura Square,Severe,Auto-Rickshaw,Poor Visibility (Fog/Rain),Rainy,2,0,1,Yes,SIMULATED,True
NGP-01173,2024-04-28,2024,11:12,Pardi Chowk,Minor,Auto-Rickshaw,Drunk Driving,Foggy,1,0,2,Yes,SIMULATED,True
NGP-01174,2024-04-28,2024,14:45,Pratap Nagar Chowk,Minor,Truck,Lane Violation,Clear,1,0,1,Yes,SIMULATED,True
NGP-01175,2024-04-29,2024,12:00,Medical Chowk,Moderate,Truck,Wrong-side Driving,Hot/Humid,1,0,4,Yes,SIMULATED,True
NGP-01176,2024-04-30,2024,15:40,Ajni Chowk,Minor,Motorcycle,Overspeeding,Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-01177,2024-05-01,2024,08:55,Kachipura Square,Moderate,Motorcycle,Pothole/Road Defect,Rainy,3,0,2,Yes,SIMULATED,True
NGP-01178,2024-05-01,2024,20:42,Variety Square,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,0,0,4,No,SIMULATED,True
NGP-01179,2024-05-02,2024,13:44,LAD Square,Moderate,Car,Pedestrian Crossing Violation,Clear,1,0,1,Yes,SIMULATED,True
NGP-01180,2024-05-04,2024,05:49,Hingna Chowk,Minor,Bicycle,Distracted Driving,Rainy,0,0,4,No,SIMULATED,True
NGP-01182,2024-05-05,2024,10:40,Variety Square,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-01181,2024-05-05,2024,19:43,Vaishnodevi Chowk,Minor,Car,Signal Jumping,Clear,1,0,3,Yes,SIMULATED,True
NGP-01183,2024-05-06,2024,05:49,Dighori Chowk,Minor,Bicycle,Pothole/Road Defect,Overcast,1,0,1,Yes,SIMULATED,True
NGP-01184,2024-05-07,2024,00:05,Manakpur Chowk,Minor,Car,Brake Failure,Rainy,0,0,3,Yes,SIMULATED,True
NGP-01186,2024-05-08,2024,11:45,Manakpur Chowk,Moderate,Pedestrian-involved,Brake Failure,Clear,1,0,4,Yes,SIMULATED,True
NGP-01185,2024-05-08,2024,16:07,Cotton Market Chowk,Minor,Car,Overspeeding,Rainy,1,0,2,Yes,SIMULATED,True
NGP-01187,2024-05-09,2024,08:12,Cotton Market Chowk,Severe,Truck,Distracted Driving,Clear,5,0,3,Yes,SIMULATED,True
NGP-01188,2024-05-10,2024,10:18,Pratap Nagar Chowk,Minor,Pedestrian-involved,Overspeeding,Clear,0,0,2,Yes,SIMULATED,True
NGP-01189,2024-05-11,2024,12:36,Kamptee Chowk,Severe,Auto-Rickshaw,Signal Jumping,Clear,4,0,4,Yes,SIMULATED,True
NGP-01190,2024-05-13,2024,12:11,Kasturchand Park Square,Minor,Car,Brake Failure,Clear,0,0,1,Yes,SIMULATED,True
NGP-01191,2024-05-14,2024,08:32,Hingna Chowk,Minor,Motorcycle,Pothole/Road Defect,Overcast,0,0,4,Yes,SIMULATED,True
NGP-01192,2024-05-17,2024,13:46,Medical Chowk,Moderate,Car,Brake Failure,Hot/Humid,1,0,1,Yes,SIMULATED,True
NGP-01193,2024-05-18,2024,19:36,Gaddi Godam Chowk,Severe,Motorcycle,Distracted Driving,Clear,3,0,2,Yes,SIMULATED,True
NGP-01194,2024-05-19,2024,15:31,LIC Chowk,Moderate,Pedestrian-involved,Signal Jumping,Clear,2,0,2,Yes,SIMULATED,True
NGP-01196,2024-05-21,2024,12:24,Laxmi Nagar Square,Minor,Auto-Rickshaw,Pothole/Road Defect,Clear,0,0,3,Yes,SIMULATED,True
NGP-01195,2024-05-21,2024,15:50,Cotton Market Chowk,Severe,Car,Pothole/Road Defect,Overcast,2,0,2,No,SIMULATED,True
NGP-01197,2024-05-24,2024,03:36,Kadbi Chowk,Severe,Motorcycle,Pedestrian Crossing Violation,Overcast,4,0,2,Yes,SIMULATED,True
NGP-01200,2024-05-25,2024,04:12,Medical Chowk,Minor,Pedestrian-involved,Pothole/Road Defect,Clear,1,0,1,Yes,SIMULATED,True
NGP-01201,2024-05-25,2024,09:43,Sitabuldi Chowk,Minor,Pedestrian-involved,Poor Visibility (Fog/Rain),Clear,1,0,4,Yes,SIMULATED,True
NGP-01202,2024-05-25,2024,13:08,Sitabuldi Chowk,Moderate,Motorcycle,Wrong-side Driving,Clear,2,0,2,Yes,SIMULATED,True
NGP-01199,2024-05-25,2024,15:16,Kachipura Square,Minor,Motorcycle,Pothole/Road Defect,Clear,0,0,3,Yes,SIMULATED,True
NGP-01198,2024-05-25,2024,20:02,Automotive Square,Minor,Car,Drunk Driving,Rainy,1,0,1,Yes,SIMULATED,True
NGP-01203,2024-05-26,2024,16:27,Variety Square,Moderate,Motorcycle,Wrong-side Driving,Clear,2,0,3,Yes,SIMULATED,True
NGP-01204,2024-05-27,2024,13:44,Manewada Chowk,Minor,Truck,Poor Visibility (Fog/Rain),Overcast,0,0,1,Yes,SIMULATED,True
NGP-01205,2024-05-28,2024,08:44,Bardi Chowk,Severe,Motorcycle,Overspeeding,Clear,3,0,3,Yes,SIMULATED,True
NGP-01206,2024-05-28,2024,12:35,Shankar Nagar Square,Minor,Auto-Rickshaw,Wrong-side Driving,Clear,0,0,1,Yes,SIMULATED,True
NGP-01207,2024-06-02,2024,17:58,Indora Chowk,Moderate,Bus,Distracted Driving,Foggy,3,0,4,Yes,SIMULATED,True
NGP-01208,2024-06-03,2024,00:14,Kamptee Chowk,Moderate,Motorcycle,Distracted Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-01209,2024-06-05,2024,09:21,Manewada Chowk,Fatal,Motorcycle,Overspeeding,Clear,4,2,2,Yes,SIMULATED,True
NGP-01210,2024-06-06,2024,11:45,LIC Chowk,Moderate,Auto-Rickshaw,Poor Visibility (Fog/Rain),Clear,3,0,1,Yes,SIMULATED,True
NGP-01211,2024-06-06,2024,13:35,Manish Nagar-Besa Junction,Minor,Motorcycle,Lane Violation,Clear,1,0,3,Yes,SIMULATED,True
NGP-01213,2024-06-08,2024,12:55,Lokmat Square,Moderate,Motorcycle,Pedestrian Crossing Violation,Clear,1,0,1,Yes,SIMULATED,True
NGP-01212,2024-06-08,2024,15:34,Ajni Chowk,Minor,Car,Brake Failure,Foggy,1,0,2,Yes,SIMULATED,True
NGP-01214,2024-06-09,2024,10:45,Sitabuldi Chowk,Minor,Car,Distracted Driving,Hot/Humid,1,0,3,No,SIMULATED,True
NGP-01215,2024-06-10,2024,09:58,Kamptee Chowk,Severe,Auto-Rickshaw,Distracted Driving,Hot/Humid,2,0,2,Yes,SIMULATED,True
NGP-01216,2024-06-10,2024,11:34,Pratap Nagar Chowk,Moderate,Pedestrian-involved,Pedestrian Crossing Violation,Clear,2,0,1,No,SIMULATED,True
NGP-01218,2024-06-11,2024,11:46,Manakpur Chowk,Minor,Auto-Rickshaw,Brake Failure,Rainy,1,0,2,Yes,SIMULATED,True
NGP-01217,2024-06-11,2024,21:34,Chhatrapati Square,Minor,Auto-Rickshaw,Lane Violation,Clear,0,0,1,Yes,SIMULATED,True
NGP-01220,2024-06-12,2024,10:09,Kamptee Chowk,Moderate,Car,Pedestrian Crossing Violation,Clear,3,0,3,Yes,SIMULATED,True
NGP-01219,2024-06-12,2024,13:19,Chhatrapati Square,Minor,Pedestrian-involved,Pothole/Road Defect,Clear,1,0,4,Yes,SIMULATED,True
NGP-01221,2024-06-13,2024,06:37,Alankar Square,Minor,Bus,Overspeeding,Clear,0,0,2,Yes,SIMULATED,True
NGP-01222,2024-06-14,2024,09:42,Hingna Chowk,Severe,Motorcycle,Signal Jumping,Clear,2,0,4,Yes,SIMULATED,True
NGP-01223,2024-06-14,2024,21:52,Jhansi Rani Square,Minor,Car,Pothole/Road Defect,Clear,1,0,1,Yes,SIMULATED,True
NGP-01225,2024-06-15,2024,12:34,Golibar Chowk,Minor,Car,Distracted Driving,Rainy,0,0,4,Yes,SIMULATED,True
NGP-01224,2024-06-15,2024,16:34,Alankar Square,Moderate,Car,Pedestrian Crossing Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-01226,2024-06-15,2024,20:52,Indora Chowk,Moderate,Car,Signal Jumping,Rainy,3,0,4,Yes,SIMULATED,True
NGP-01227,2024-06-18,2024,18:06,Variety Square,Moderate,Bicycle,Overspeeding,Clear,1,0,4,Yes,SIMULATED,True
NGP-01229,2024-06-19,2024,09:03,Shankar Nagar Square,Minor,Car,Pothole/Road Defect,Rainy,1,0,1,No,SIMULATED,True
NGP-01228,2024-06-19,2024,16:06,Lokmat Square,Moderate,Bicycle,Overspeeding,Hot/Humid,2,0,3,Yes,SIMULATED,True
NGP-01230,2024-06-20,2024,09:17,Alankar Square,Minor,Motorcycle,Signal Jumping,Hot/Humid,0,0,2,Yes,SIMULATED,True
NGP-01231,2024-06-20,2024,18:55,Variety Square,Minor,Car,Wrong-side Driving,Clear,0,0,2,Yes,SIMULATED,True
NGP-01232,2024-06-22,2024,07:50,Abhyankar Nagar Square,Minor,Motorcycle,Poor Visibility (Fog/Rain),Rainy,0,0,1,Yes,SIMULATED,True
NGP-01233,2024-06-22,2024,09:53,LIC Chowk,Minor,Truck,Lane Violation,Clear,1,0,2,Yes,SIMULATED,True
NGP-01234,2024-06-22,2024,14:51,Manish Nagar-Besa Junction,Severe,Bus,Brake Failure,Clear,5,0,1,Yes,SIMULATED,True
NGP-01235,2024-06-23,2024,08:36,Golibar Chowk,Fatal,Motorcycle,Pothole/Road Defect,Rainy,2,2,3,Yes,SIMULATED,True
NGP-01236,2024-06-24,2024,22:38,Airport T-Point,Minor,Auto-Rickshaw,Wrong-side Driving,Clear,0,0,2,Yes,SIMULATED,True
NGP-01237,2024-06-25,2024,12:49,Hingna Chowk,Moderate,Car,Overspeeding,Overcast,3,0,3,Yes,SIMULATED,True
NGP-01238,2024-06-25,2024,16:00,Indora Chowk,Minor,Auto-Rickshaw,Pedestrian Crossing Violation,Clear,0,0,4,Yes,SIMULATED,True
NGP-01239,2024-06-25,2024,16:34,RBI Chowk,Minor,Motorcycle,Brake Failure,Clear,1,0,1,Yes,SIMULATED,True
NGP-01240,2024-06-26,2024,16:14,RBI Chowk,Minor,Car,Lane Violation,Overcast,1,0,1,Yes,SIMULATED,True
NGP-01241,2024-06-28,2024,09:40,Manish Nagar-Besa Junction,Minor,Motorcycle,Overspeeding,Clear,0,0,2,Yes,SIMULATED,True
NGP-01242,2024-06-29,2024,18:20,Kamptee Chowk,Minor,Motorcycle,Lane Violation,Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-01243,2024-06-30,2024,12:17,LIC Chowk,Minor,Pedestrian-involved,Wrong-side Driving,Clear,0,0,1,Yes,SIMULATED,True
NGP-01245,2024-07-03,2024,13:25,Kamptee Chowk,Minor,Auto-Rickshaw,Brake Failure,Overcast,1,0,1,No,SIMULATED,True
NGP-01244,2024-07-03,2024,16:01,Itwari,Minor,Car,Poor Visibility (Fog/Rain),Clear,1,0,4,Yes,SIMULATED,True
NGP-01246,2024-07-04,2024,18:33,Sitabuldi Chowk,Moderate,Car,Pedestrian Crossing Violation,Clear,3,0,4,Yes,SIMULATED,True
NGP-01247,2024-07-06,2024,13:53,Shankar Nagar Square,Minor,Pedestrian-involved,Signal Jumping,Clear,1,0,4,Yes,SIMULATED,True
NGP-01248,2024-07-07,2024,08:52,Mate Chowk,Moderate,Car,Overspeeding,Rainy,3,0,3,No,SIMULATED,True
NGP-01249,2024-07-09,2024,13:13,LIC Chowk,Minor,Motorcycle,Distracted Driving,Overcast,1,0,3,Yes,SIMULATED,True
NGP-01250,2024-07-09,2024,21:21,Medical Chowk,Minor,Motorcycle,Overspeeding,Rainy,1,0,1,Yes,SIMULATED,True
NGP-01251,2024-07-11,2024,12:30,Kachipura Square,Minor,Motorcycle,Signal Jumping,Clear,0,0,4,Yes,SIMULATED,True
NGP-01253,2024-07-12,2024,16:02,Variety Square,Moderate,Car,Pothole/Road Defect,Clear,3,0,2,Yes,SIMULATED,True
NGP-01252,2024-07-12,2024,19:05,Medical Chowk,Severe,Motorcycle,Distracted Driving,Clear,3,0,4,Yes,SIMULATED,True
NGP-01254,2024-07-15,2024,16:19,Shankar Nagar Square,Moderate,Truck,Drunk Driving,Clear,3,0,4,Yes,SIMULATED,True
NGP-01255,2024-07-15,2024,17:11,Vaishnodevi Chowk,Minor,Auto-Rickshaw,Drunk Driving,Clear,1,0,4,Yes,SIMULATED,True
NGP-01256,2024-07-16,2024,07:47,Cotton Market Chowk,Minor,Motorcycle,Drunk Driving,Hot/Humid,1,0,1,Yes,SIMULATED,True
NGP-01257,2024-07-17,2024,03:17,Ajni Chowk,Severe,Car,Lane Violation,Rainy,2,0,2,Yes,SIMULATED,True
NGP-01259,2024-07-18,2024,07:13,Indora Chowk,Minor,Auto-Rickshaw,Drunk Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-01258,2024-07-18,2024,11:41,Ajit Bakery Square,Moderate,Truck,Lane Violation,Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-01261,2024-07-19,2024,06:45,Shraddhanand Peth Square,Minor,Auto-Rickshaw,Lane Violation,Clear,0,0,4,Yes,SIMULATED,True
NGP-01260,2024-07-19,2024,16:50,Kadbi Chowk,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Clear,0,0,3,Yes,SIMULATED,True
NGP-01263,2024-07-20,2024,07:21,Hingna Chowk,Minor,Pedestrian-involved,Wrong-side Driving,Overcast,0,0,1,Yes,SIMULATED,True
NGP-01262,2024-07-20,2024,09:06,Dighori Chowk,Minor,Car,Lane Violation,Clear,0,0,4,Yes,SIMULATED,True
NGP-01264,2024-07-21,2024,10:45,Medical Chowk,Minor,Bicycle,Wrong-side Driving,Clear,0,0,4,Yes,SIMULATED,True
NGP-01265,2024-07-22,2024,13:16,Sitabuldi Chowk,Minor,Pedestrian-involved,Signal Jumping,Clear,0,0,2,Yes,SIMULATED,True
NGP-01266,2024-07-24,2024,19:39,Golibar Chowk,Minor,Motorcycle,Drunk Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-01267,2024-07-26,2024,21:51,Abhyankar Nagar Square,Minor,Motorcycle,Drunk Driving,Clear,0,0,4,No,SIMULATED,True
NGP-01268,2024-07-28,2024,20:06,Mate Chowk,Severe,Motorcycle,Signal Jumping,Clear,4,0,1,No,SIMULATED,True
NGP-01269,2024-07-30,2024,07:38,Kamptee Chowk,Minor,Pedestrian-involved,Poor Visibility (Fog/Rain),Clear,1,0,2,Yes,SIMULATED,True
NGP-01270,2024-07-30,2024,14:54,Sitabuldi Chowk,Minor,Car,Wrong-side Driving,Clear,0,0,1,Yes,SIMULATED,True
NGP-01271,2024-07-31,2024,11:35,Alankar Square,Minor,Pedestrian-involved,Poor Visibility (Fog/Rain),Clear,0,0,2,No,SIMULATED,True
NGP-01274,2024-08-01,2024,08:13,LAD Square,Minor,Bus,Wrong-side Driving,Overcast,1,0,2,Yes,SIMULATED,True
NGP-01275,2024-08-01,2024,14:55,Mental Hospital Chowk,Minor,Car,Distracted Driving,Foggy,0,0,2,Yes,SIMULATED,True
NGP-01273,2024-08-01,2024,14:59,Kamptee Chowk,Fatal,Motorcycle,Pedestrian Crossing Violation,Clear,1,1,1,Yes,SIMULATED,True
NGP-01272,2024-08-01,2024,19:09,Ajni Chowk,Minor,Motorcycle,Pedestrian Crossing Violation,Clear,0,0,4,Yes,SIMULATED,True
NGP-01276,2024-08-04,2024,14:12,Hingna Chowk,Minor,Auto-Rickshaw,Poor Visibility (Fog/Rain),Hot/Humid,1,0,3,Yes,SIMULATED,True
NGP-01277,2024-08-06,2024,09:30,Jhansi Rani Square,Minor,Car,Distracted Driving,Overcast,0,0,2,Yes,SIMULATED,True
NGP-01278,2024-08-06,2024,17:10,Laxmi Nagar Square,Severe,Bus,Distracted Driving,Foggy,4,0,1,Yes,SIMULATED,True
NGP-01279,2024-08-06,2024,20:33,Sakkardara Square,Minor,Car,Distracted Driving,Clear,1,0,3,Yes,SIMULATED,True
NGP-01281,2024-08-08,2024,09:14,RBI Chowk,Moderate,Auto-Rickshaw,Pedestrian Crossing Violation,Hot/Humid,2,0,1,Yes,SIMULATED,True
NGP-01280,2024-08-08,2024,16:58,Chhatrapati Square,Minor,Car,Pedestrian Crossing Violation,Clear,0,0,2,Yes,SIMULATED,True
NGP-01282,2024-08-09,2024,14:17,Automotive Square,Minor,Bicycle,Poor Visibility (Fog/Rain),Clear,1,0,3,Yes,SIMULATED,True
NGP-01283,2024-08-10,2024,10:42,Mental Hospital Chowk,Moderate,Car,Drunk Driving,Rainy,3,0,2,Yes,SIMULATED,True
NGP-01284,2024-08-12,2024,11:02,Alankar Square,Minor,Car,Pedestrian Crossing Violation,Clear,0,0,2,Yes,SIMULATED,True
NGP-01285,2024-08-13,2024,03:17,Lokmat Square,Moderate,Car,Signal Jumping,Overcast,3,0,2,No,SIMULATED,True
NGP-01286,2024-08-14,2024,03:26,RBI Chowk,Severe,Pedestrian-involved,Poor Visibility (Fog/Rain),Clear,4,0,3,Yes,SIMULATED,True
NGP-01287,2024-08-15,2024,08:47,Kachipura Square,Fatal,Auto-Rickshaw,Drunk Driving,Clear,3,2,3,Yes,SIMULATED,True
NGP-01289,2024-08-16,2024,12:09,Shraddhanand Peth Square,Minor,Truck,Brake Failure,Overcast,0,0,1,Yes,SIMULATED,True
NGP-01290,2024-08-16,2024,15:39,Sitabuldi Chowk,Minor,Pedestrian-involved,Pothole/Road Defect,Clear,0,0,3,Yes,SIMULATED,True
NGP-01288,2024-08-16,2024,17:27,Kamptee Chowk,Minor,Pedestrian-involved,Drunk Driving,Overcast,0,0,3,Yes,SIMULATED,True
NGP-01291,2024-08-16,2024,21:07,Variety Square,Minor,Car,Wrong-side Driving,Clear,1,0,2,Yes,SIMULATED,True
NGP-01292,2024-08-18,2024,07:16,Itwari,Moderate,Motorcycle,Poor Visibility (Fog/Rain),Clear,3,0,3,Yes,SIMULATED,True
NGP-01293,2024-08-18,2024,08:29,Variety Square,Severe,Car,Wrong-side Driving,Clear,2,0,2,Yes,SIMULATED,True
NGP-01295,2024-08-20,2024,06:20,Variety Square,Severe,Car,Distracted Driving,Foggy,2,0,2,Yes,SIMULATED,True
NGP-01296,2024-08-20,2024,12:05,Variety Square,Severe,Motorcycle,Brake Failure,Hot/Humid,5,0,1,Yes,SIMULATED,True
NGP-01294,2024-08-20,2024,18:04,Kadbi Chowk,Minor,Car,Overspeeding,Clear,1,0,4,Yes,SIMULATED,True
